Review,Evalu
bin eingeschlafen,0
war mir wirklich zu schräg.,0
"früher war tatort ein sonntag abendgenuss,heute kann man nur den kopf schütteln",0
war mir zu abgehoben,0
"sehe sonst immer gerne tatort, aber hier habe ich das programm gewechselt",0
bin eingeschlafen,0
langweilig oed und abgehoben schade,0
"wenn man den gestrigen tatort nicht ganz ernst genommen hat, war er doch recht unterhaltsam. besonders brixis tanzeinlagen à la pulp fiction. insgesamt note 3.",1
"kack-tatort. wenn's nicht bald besser wird, solltet ihr den tatort einmotten.",0
ich fand ihn klasse!,1
"das team ist eigentlich wirklich nicht schlecht (bis auf den abgedrehten chef), hat potential, die story prinzipiell nicht ganz abwegig, aber alles in allem war es leider ziemlich langatmig. bitte beim nächsten mal spannender und den chef realistisch agieren lassen. dann könnte es klappen.",0
grottenschlecht. ich hab nix kapiert. und blond bin ich nicht.,0
den autor bitte in den ruhestand versetzen. von frau kommissarin bitte mehr :v,0
ich geb eine 2,1
vermisse schimansky,0
wegzappen war nach 25 minuten dringend nötig!!!,0
"katastrophe dieser tatort ,da wird die kommissaren als idoioten vorgeführt",0
"war irgendwie wie ""gewollt und nicht gekonnt "" da konnte der tatort hal die it thematik besser fassen.
man hätte den tatort auch ""analog"" gut umsetzen können als klassischen krimi in der nachbarschaft",0
das beste war der titel.,0
war ein blödes ende.,0
"zum ende zu viel science fiction, mehr bodenständig bleiben.",0
"keine ahnung wid wenig gehalt der drehbuchautor bekommen hat , viel war es nicht , dafür hat er sich ja gestern abend gerächt ...",0
eigentlich ist sonntags abends tatort zeit. nach einer viertel stunde habe ich umgeschaltet. so einen schrott schaue ich mir nicht an.,0
armutszeugnis für diesen tatort!!!! schlechter geht nicht mehr. ich glaube ich muss mein sonntagabendprogramm ändern. note sechs,0
"sorry -aber dieses ermittlerteam mit dem völlig scurrilen vorgesetzten sind mehr als ""speziell"" - die story selbst war ziemlich wirr und dadurch für mich einfach absurd bis langweilig blöd !",0
"der ganze film war blöde. ich bin grosser tatortfan, aber die letzten filme ließen zu wünschen übrig..😣",0
"den grundgedanken des themas fand ich spannend. was jedoch draus gemacht wurde: der super-hacker und programmierer vom mit findet nach ein paar jahren seine schwester, trotz aller ihm zur verfügung stehenden mittel, nicht. dafür aber frau kommissarin nach einer halben minuten und einem blick ins telefon. und dann wohnt die schwester auch noch gleich um die ecke....",0
"ach, was soll man dazu sagen..... schön geht anders. warum denn gleich wieder zu viel von allem?! das ermittlerduo gefällt mir. der rest hatte zu viel klischee... der chef, der immer ins bild platzte wie eine comicfigur...das introvertierte computergenie, die nachbarschaft, der geschäftspartner, die verschwundene schwester.....",0
"welcher tatort?
wird immer komischer.
demnächst nur noch bei wenigen (köln,münster,ludwigshafen)
vermutlich zu wenig gebühren......da bleibt manches auf der strecke.",0
"manchmal ist weniger dann doch mehr:

war etwas wirr und unrealistisch aber sehr amüsant. bin selbst in der it tätig und durchaus ein kritiker der allgemeinen vernetzung (wo genau bleibt der nutzen ??? - die gefahren sollten jedem bewusst sein ...) aber die story im film war sagen wir mal weit weg von der realität ohne erkennbare aussage.

das team und die nachbarn hätten voll gereicht!",0
von 1-6 war das eine glatte 9,0
bin eingeschlafen!,0
ich weiß nicht so recht...,0
warum? sitzen denn nur noch durchgeknallte am drehbuch und der regie? schon wieder anderthalb stunden verlorene lebenszeit.,0
ich fand ihn bis auf das ende super.,1
war teilweise lächerlich.,0
ich sag mal so. den porsche fand ich klasse.,0
nach 10min. umgeschaltet,0
"man hatte das gefühl, dass mit diesem tatort die leidensfähigkeit der zuschauer getestet wurde. ich persönlich habe härte bewiesen und es bis 21:07 uhr ausgehalten.",0
ich habe umgeschaltet von mir eine 6,0
sehr durchwachsen. alle rollen waren wirklich ganz cool! aber abgesehen davon häufig zu unrealistisch. grenzte zeitweise schon an science fiction.,0
"mir hat er auch gar nicht gefallen . langweilig, völlig an den haaren herbei gezogen 😶im anschluss der tatort mit thiel und boerne war klasse - wie immer bei den zwei!!",0
"tolle schauspieler, verwirrendes drehbuch.",0
und wieder muell.....,0
"die note die ich diesen tatort geben würde gibt es nicht. wie sagte mein alter lehrer immer ""thema verfehlt 6 setzen"" , ganz klar eine 6----------------😞",0
ich schaue mir nur noch den tatort aus münster an,0
abgeschaltet!!!😫,0
"...jetzt bin ich erleichtert, bei diesen kommentaren - zweifelte schon an meiner geistigen aufnahme-kapazität. denke - es kann entwarnung gegeben werden. danke dafür!",0
das ging diesmal gar nicht!,0
ich habe den film nicht verstanden,0
"was ist mit dem tatort los? man weiss ja meist die ersten 45 minuten nicht mal, um was genau es da geht?! da nützen auch die besten schauspieler nix.",0
den roten porsche fand ich auch gut und schöne häuser hatten sie. um was ging's denn überhaupt?,0
abgekupferter schwachsinn,0
"habe nach kurzer zeit umgeschaltet, weil das gejaule (musik?) für mich unerträglich war.",0
60 minuten waren gut. die letzte halbe stunde war dann schon stark übertrieben.,0
"mir gefällt nur noch der tatort aus münster. da ist zu dem zu klärenden fall auch immer noch witz mit dabei, so dass man auch mal lachen kann. die anderen sind mir mittlerweile alle zu hochtrabend und langweilig. war nicht sehr gut der tatort. werde mir auch nur noch aus münster ansehen.",0
"alle wahnvorstellungen, die so kursieren mal in einem science fiction zusammengefasst - warum nicht? nur mit dem genre ""tatort"" hatte das wenig zu tun. wenig zu tun haben für mich damit übrigens auch die münsteraner klamauk-filme, die hier so hochgelobt werden. ne 6 also wenn´s eigentlich ein tatort sein sollte. ne 3 wenn´s um fernsehunterhaltung ging. übrigens gab es auch schon wirklich phantastische filme mit ""felix murot"" an dieser stelle, die nichts mit einem tatort zu tun hatten. ich erinnere nur an den leichenrekordfilm ""im schmerz geboren""- wie gesagt phantastisch, aber eigentlich kein tatort.",0
"ach, leute! was wollt ihr mehr: hochkarätige schauspieler, geniale gestik, mimik, humor und aktuelles thema, das zum nachdenken anregen sollte...mehr brauche ich nicht! deshalb mag ich vielleicht keine katzenvideos?!",1
6 setzen,0
langweilig,0
"erfrischend, anders, 2+",1
"notstrom im kh geht an, sobald die spannung abfällt. das klappt reibungslos, wird regelmäßig getestet. da kann sich keiner reinhacken oder so...",0
"2. war gut. nicht überragend, aber spannend und gut gespielt. passt!",1
können wir die note nicht auf 10 ausweiten? eine 6 ist noch zu gut,0
hat eher an ein komödienstadl erinnert.,0
schade... ich mag die schauspieler... das ging gestern gar nicht,0
so einen mist was die da zurzeit drehen,0
6 war verwirrend und einfach unrealistisch,0
da war es zu ende mit der realität :-( und dieses unnötige ende schon wieder. wo nochmal einer rausgehauen wurde weil??? ach man. ich mag veränderungen beim tatort. von einigen war ich sehr begeistert. diesmal leider nicht,0
was war das? wer hat denn da überhaupt die sendeerlaubnis erteilt? nach 40 minuten haben wir den schwachsinn ausgeschaltet,0
"dieser tatort war eine zumutung, bitte nicht mehr soetwas senden",0
im gegensatz zu den letzten tatorten war der nicht schlecht,1
schrottschrottschrott,0
???????????????? das war zu hoch für mich.,0
6 geht gar nicht mehr. sonntags wird ab jetzt etwas anderes geschaut. die letzten waren alle schlecht!,0
schlimmer mist,0
"das niveau wird immer schlechter. das war wieder langeweile pur und am ende wusste man immer noch nicht was da so richtig ablief. vor allem ältere herrschaften dürften probleme haben, das nachzuvollziehen, weil es schon spezielles pc wissen erforderte. wir gucken eigentlich jeden tatort und freuen uns darauf. aber so langsam vergeht einem die lust. mit tatort verbindet man einen guten krimi flüssig und mit spannung.",0
"her mit den alten tatorten und den kommisarinnen und kommisare. es kommt schon so genug schrott, jetzt nicht noch die tatort - serie versauen.",0
der chef der beiden kommissare geht gar nicht. die story schon ein paar mal gesehen mit dem internet zukunft vision! dennoch eine 3 war immerhin für mich unterhaltsam,1
"insgesamt betrachtet war er unterhaltsam, leider fehlte diesem tatort jedwede spannung. daher kann ich leider nur eine 4 vergeben. obwohl ich das frankfurter team sehr gerne sehe.",0
"so ein blödsinn, das hat das thema tatort total verfehlt!! 👎",0
gewollt und nicht gekonnt aber stets bemüht. ungenügend,0
bin mir heute nicht so schlüssig. aber vergeb ne 4-5,0
die schauspieler können am wenigsten dafür die sollen mal gedscheites drehbuch schreiben früher hat man sich auf einen tatort gefreut heute na ja,0
mein mann und ich wollten schon nach 5 minuten umschalten. schade obwohl wir eigentlich tatort lieben.,0
das leben ist zu kurz um es mit derartigen tatort folgen zu vergeuden ! nach 10 min. nach alternativen gesucht!,0
"wenn ein chef seinen leuten schon die birnen aus den lampen schraubt 😬😬😬😬 na sagt mal !! was sind denn das für arbeitsverhältnisse .
ansonsten eine 3 , es gab von diesem team schon besseres .",1
mir hat er gefallen. selbst den schluss mit dem explodierenden flugzeug habe ich verstanden. von mir gibt es ein gut.,1
"3 schauspieler waren klasse, drehbuch leider etwas wirr.",1
startete etwas schräg -wurde dann immer besser . klasse,1
grottenschlechte geschichte!,0
sehr schlecht es muß mal wieder ein guter tatort kommen wo man nicht einpennt,0
fand ihn sehr seltsam,0
gaaaanz schlimm,0
strange.....,0
"ich fand ihn echt super. warum schimpfen hier immer soviele leute herum und wünschen sich die alten zeiten der ratekrimis zurück? stellt euch vor, es würden wieder derartige und ausschließlich solche filme gezeigt werden. das ist doch total öde. also quasi ode-öde. das macht doch kein schauspieler unserer zeit mit. kein drehbuchautor hat freude an ständigen retro-skripten. wer modern sein will und nicht nur omi und opi unterhalten soll, der kann doch nicht so tun, als ob seit 1970 sich die welt nicht weitergedreht hätte.",1
das team ist nicht schlecht de story war seicht und einfach nur komisch !,0
war okay.,1
schade gute schauspieler anstrengendes drehbuch. nicht jedermanns geschmack. note 4,0
"was für ein hinreissend durchgeknallter gaga-tatort! was habe ich mich erschrocken, gegruselt, und dann wieder tränen gelacht. allein das herausoperierte auge, dass da durch den sezierraum flog. die schneeeule. der stromausfall, der frankfurt lahmlegte. das explodierende flugzeug. und mittendrin die grosse, einzigartige cornelia froboess... tv-sternstunde!",1
"verwirrende geschichte, da aber gute leistung der schauspieler vergebe ich für den tatort eine 3.",1
"der war zumindest unterhaltsam und hier und da sogar regelrecht witzig! ´- das ist mehr, als man von den meisten tatorten der letzten jahre behaupten kann!",1
haben die was geraucht??? fand diesen tatort voll abgehoben. das team gefällt mir eigentlich sehr.,0
schlimmer geht nimmer ...,0
hat mir nicht so gut gefallen,1
"ich hab lieber musik gehört, fand ihn schlecht, die blödeleien gehen mir auf die nerven",0
"bisschen hölzern,die geschichte.",0
